پول پیش,اجاره,متراژ,سال ساخت,تعدار اتاق,آسانسور,پارکینگ,انباری,توضیحات,لینک
۲۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۵۰,۱۳۹۲,۱,True,True,False,"⚜موقعیت عالی⚜
         ⚜بدون کوچکترین پرتی⚜

✅واحد ۵۰ متر ۱ خواب بزرگ تخت خور
✅نقشه بینظیر
✅دسترسی سریع و آسان به خیابان آزادی . بی آر تی . مترو و بزرگراه سعیدی


امکانات :
⬅️پارکینگ
⬅️آسانسور
⬅️کابینت MDF
⬅️هود
⬅️سرویس ایرانی و فرنگی
⬅️پکیج
⬅️سرمایش داکت اسپیلت


مشاور شما : بابک
   ۰۹۳۳۷۱۶۶۲۳۸",https://divar.ir/v/-/gYZlh4iY
۲۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۵۰۰٬۰۰۰ تومان,۱۰۰,۱۳۹۵,۲,True,True,True,"فول امکانات
۱۰۰ متر
۲ خوابه
پارکینگ
انباری",https://divar.ir/v/-/gYYZSdyU
۲۰۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۶۵,قبل از ۱۳۷۰,۲,False,False,False,"این ملک قدیمى اما بسیار تمیز مى باشد.
موقعیت ملک تجارى است.
از ابتدا این ملک مطب دکتر بوده و ترجیحا براى کاربرى مطب و به صورت مبله اجاره داده میشود
طبقه پایین ملک ، داروخانه هست و نبش ٤ راه با موقعیت عالى قرار دارد
لطفا با شماره ى ٠٩١٢٣٧٠٣٦٧٩ براى هماهنگى و بازدید تماس حاصل نمایید",https://divar.ir/v/-/gYY5yuNm
۲۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۴۴,۱۳۸۱,۱,False,False,True,"بسم الله الرحمن الرحیم
۴۴ متر آذربایجان ، کوچه پورجبار ، رهن کامل ، مترو و BRT
رنگ آمیزی تازه تمام شده
بدون مالک ، تخلیه ، گاز رومیزی ، هود ، درب حفاظ
دسترسی کامل به تمام خطوط وسایل نقلیه عمومی
❗ فقط خانواده ❗",https://divar.ir/v/-/gYZhT79n
۲۴۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۴۰۰,۱,True,True,False,"⚖﷽⚖                        

    ⚜رکورد سرعت فروش ، رهن و اجاره ملک⚜
        ⚜باشبکه گسترده دپارتمان کاسپین⚜
                

✅واحد ۶۰ متری
✅دارای ۱ اتاق خواب
✅واقع در طبقه اول
✅ساخت سال ۱۴۰۰

⏪آسانسور
⏪پارکینگ(غیر مزاحم)
⏪بالکن

✔ خوش نقشه
✔ غرق در نور
✔ کابینت MDF
✔کمد دیواری
✔ کف سرامیک
✔ هود
✔گاز رومیزی
✔پکیج و شوفاژ
✔طراحی و دیزاین شیک و حرفه ای
    


        ⚜اینجا به بهترین ها دسترسی دارید⚜
                  ⚜مشاور شما: رضایی⚜
                 تلفن تماس: ۲۰۱۴ ۲۶۶ ۰۹۱۹",https://divar.ir/v/-/gYYJyNx1
توافقی,توافقی,۹۸,۱۳۹۷,۲,True,True,True,"مجلل ترین ساختمان منطقه

آنتن و 

کف پوش لمینت اتریشی

کابینتها های گلاس ترک

گرمایش سرمایش هواساز

پارکینگ غیر مزاحم",https://divar.ir/v/-/gYYVBmbr
توافقی,توافقی,۵۰,۱۳۹۶,۱,True,True,True,"✅۵۰ متر یک خواب✅
✅۴ سال ساخت
✅پارکینگ
✅انباری
✅اسانسور
✅بالکن
✅کم واحد
✅خوش نقشه
✅اجاره و رهن قابل تبدیل
✅لوکیشن عالی
✅کوچه پهن و ساکت
✅مسکن ستارگان برتر
✅اذربایجان اول قصرالدشت
✅مشاور تخصصی منطقه
✅امیری    ۰۹۹۱۹۱۹۷۹۲۸
✅فایلهای مشابه موجود هست",https://divar.ir/v/-/gYYJiduQ
۳۱۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۰,۱۴۰۰,۱,True,True,True,"املاک  امیران
قوی ترین فایلینگ منطقه ۹و۱۰
__________________________________
۷۳متر تک خواب بزرگ 
نورگیر  سالن مربع خوش چیدمان 
۵طبقه دو واحدی  طبقه ۴
روبه افتاب پنجره تمام قد 
دو خواب یک خواب کوچک کودک

امکانات 
پارکینگ سندی غیر مزاحم اسانسور 
کابینتMDFگاز وهود ایتالیایی
کمد دیواری بزرگ

۳۱۰ رهن کامل
مناسب زوج
ادرس :استادمعین ۲۱متری جی فارمیان
کارشناس تخصص مهندس/
اقایاری ۰۹۲۲۸۱۵۹۴۱۱",https://divar.ir/v/-/gYXpv3Po
۳۳۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۰,۱۳۸۱,۲,False,True,True,"60 متر
دو خواب
طبقه روی همکف
دارای پارکینگ با قابلیت جای پارک دو ماشین
انباری و بالکن

قیمت بی نهایت استثنایی
فقط و فقط زوج یا خانواده
به مجرد اجاره داده نمیشود
***** لوکیشن درجه یک منطقه ****

فرهمنــد 09194111489
املاک اهورا",https://divar.ir/v/-/gYVZCOmj
۲۰۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,۶۳,۱۳۸۵,۱,False,True,False,فاصله تا یادگار 100،متر در منطقه 10، بالای طوس، اکبر اباد، فقط به خانواده اجاره داده میشود،(به مجرد نه) ساعت تماس 9تا2و5تا8 اجاره رفت تماس نگیرید مشاور اقا رضا,https://divar.ir/v/-/gYXp_aO5
۲۰۰٬۰۰۰٬۰۰۰ تومان,۵٬۰۰۰٬۰۰۰ تومان,۹۰,۱۳۷۲,۲,False,True,True,آپارتمان خ آزادی بادسترسی به مترووBRT وموقعیت عالی,https://divar.ir/v/-/gYXtOqal
۵۲۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۳۵,۱۳۸۴,۳,False,True,True,"بسمعه تعالی

 املاک پرشیا

خیابان میر قاسمی دسترسی به میدان آزادی ۲ دقیقه،دسترسی به مترو ۲ دقیقه،بهترین لوکیشن منطقه۹

۱۳۵متر 
۳خواب
طبقه ۳ سندی چهار رویتی
طبقه اول ۳ پله میخورد
سال ساخت:۱۳۸۴
پارکینگ
انباری
بدون یک سانت پرتی
خوش نقشه
سرویس ایرانی و فرنگی




قیمت:۵۲۰ رهن کامل
غیرقابل تبدیل

مشاور شما:گلزار

۰۹۱۰۹۵۳۶۱۸۸",https://divar.ir/v/-/gYXZNW_o
۳۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۹۵,۲,True,True,True,"✨ املاک بزرگ امیران ✨
 ----------------------------
| 48 متر | تک خواب
 4طبقه تک واحدی | طبقه سوم
 ----------------------------
 ⚡️| ساخت سال 13954| ⚡️
  ----------------------------
| ✅ پارکینگ  غیرمزاحم 
| ✅ آسانسور 
| ✅ انباری. بالکن
 ----------------------------
| بسیار خوش نقشه
| نورگیر فوق‌العاده 
| گذر پهن 12
| موقعیت و دسترسی عالی
 ----------------------------
* آدرس : استاد معین/ دامپزشکی *
 ----------------------------
| $قیمت رهن کامل 350$|
 ----------------------------

 کارشناس فروش : بیگی
کسب اطلاعات بیشتر و بازدید => تماس     ۰۹۰۲۵۳۷۱۲۶۱",https://divar.ir/v/-/gYXxq54l
۲۲۵٬۰۰۰٬۰۰۰ تومان,مجانی,۵۵,۱۳۹۰,۲,False,False,True,"۰۹۱۹۱۲۶۹۴۱۴  محبوب
آدرس مورد اجاره قصرالدشت هاشمی 

55 متر 2 خوابه
تکواحدی
طبقه 3 از4
انباری
پکیج
بالکن
کمد
ام دی اف
تخلیه
فقط رهن کامل
خوشنقشه
اس ندهید لطفا پاسخ نمیدهیم
ممنون از  خوبه دیوار",https://divar.ir/v/-/gYXtx-wY
۴۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۳,۱۳۹۶,۲,True,True,True,"✅ملک واقع در طوس 
✅قابل تبدیل 
✅پارکینگ 
✅بالکن
✅انباری 
✅آسانسور 
✅گاز رومیزی 
✅سالن کلا نورگیر و پرده خور 
✅کوچه ۸ متری 
✅بهترین لوکیشن و موقعیت منطقه 
✅مشاور : آذری",https://divar.ir/v/-/gYXxt3vF
۵۰۰٬۰۰۰٬۰۰۰ تومان,۱٬۰۰۰٬۰۰۰ تومان,۱۳۰,۱۴۰۰,۲,True,True,True,"ط
اول
کلا
۱۸
واحد بعدااز تنظیم قرداد 
بمدت یک هفته ای کابینت شده تحویل میگردد 

هر ط ۳ واحدی   دسترسی عالی  به اتوبان یادگار جنوب انتهای بلوار استادمعین خ دستغیب ۱۰۰متر 
نرسیده به اتوبان یادگار جنوب آدرس آپارتمان 
میباشد",https://divar.ir/v/-/gYXZsZST
۵۲۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۳۵,۱۳۸۴,۳,False,True,True,"بسمعه تعالی

 املاک پرشیا

خیابان میر قاسمی

۱۳۵متر 
۳خواب
طبقه ۳ سندی چهار رویتی
طبقه اول ۳ پله میخورد
سال ساخت:۱۳۸۴
پارکینگ
انباری
بدون یک سانت پرتی
خوش نقشه
سرویس ایرانی و فرنگی


قیمت:۵۲۰ رهن کامل
غیرقابل تبدیل

مشاور شما: شهریاری
09338200616",https://divar.ir/v/-/gYXNOxnb
۱۵۰٬۰۰۰٬۰۰۰ تومان,۵٬۵۰۰٬۰۰۰ تومان,۷۰,۱۳۸۳,۲,False,False,False,آپارتمان ۷۰ متر بازسازی شده کامل شیک,https://divar.ir/v/-/gYXNSo11
۴۰۰٬۰۰۰٬۰۰۰ تومان,۲٬۵۰۰٬۰۰۰ تومان,۱۳۰,۱۳۸۰,۳,False,True,True,"*****************مسکن (21)*****************

✅نورگیر عالی
✅تک واحدی
✅جای پارکینگ  ۲ ماشین اختصاصی
✅پکیچ
✅کابینت mdf.هود
✅انباری ۲۰ متر
✅دسترسی عالی به مترو هایپر و brt

.مسکن 21 (رسولی)
21 متری جی پایین تر از معین مال مسکن 21",https://divar.ir/v/-/gYXZchab
۳۸۰٬۰۰۰٬۰۰۰ تومان,مجانی,۹۰,۱۴۰۰,۲,True,False,True,"✅اپارتمان فوق یکساله میباشد ✅

✅واقع در دامپزشگی بین یادگار و ۲۱ متری✅

✅طبقه سوم✅ 

✅نورگیر و افتاب گیرکامل✅ 

✅تخلیه میباشد ✅

✅مناسب خانواده✅ 

✅شیک و خوش نقشه ✅

✅بازدید عصرها✅ 

✅به قیمت رسیده✅ 

✅تماس=بازدید=اجاره✅

✅مشاورین مسکن اسدی✅ 

✅اسدی ۰۹۳۳۰۶۲۹۶۹۷✅

✅کارشناس منطقه کریمی ۰۹۳۳۴۲۲۵۵۷۴✅",https://divar.ir/v/-/gYWR_bBM
۵۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۳,۱۳۸۶,۲,False,True,True,"سلام و احترام

بهترین لوکیشن پونک / همیلا
دسترسی عالی به BRT و مرکز خرید
بازسازی شده و تمیز
نور و نقشه عالی
طبقه 2 سندی/ 2 طبقه بالای همکف
73 متر با سالن و 2 خواب بزرگ
کمد دیواری های جادار
سرویس بهداشتی و استحمام تمیز 
آشپزخانه تمیز با کابینت فراوان

امکانات 
پارکینگ و انباری 

مناسب زوج و مجرد موجه

کف پارکت / کابینت‌ها MDF /سرویس بهداشتی ایرانی و فرنگی / 4 طبقه 2 واحدی / نما سنگ

ودیعه 500 رهن کامل
غیر قابل تبدیل
جهت توضیحات بیشتر و بازدید واحد لطفا تماس بگیرید
مشاورین املاک بزرگ پونک
مشاور تخصصی منطقه حکمتی
09369468491
09369468417",https://divar.ir/v/-/gYX9LjyW
دو,۱۵۰٬۰۰۰٬۰۰۰ تومان,۹۰,۱۰۰,قبل از ۱۳۷۰,True,True,True,"✅خانه فوق در۲ طبقه دوبلکس ✅

✅نقاشی شده✅ 

✅طبقه همکف ۵۰ مترو طبقه اول ۴۰متر ✅

✅واقع درخیابان دامپزشگی  بین یادگارو ۲۱ متری یا 
خیابان طوس  بین دامپزشگی و ۲۱ متری✅

✅سرویس فرنگی وحمام داخل بنا ✅

✅سرویس ایرانی داخل حیاط ✅

✅دارای ۳۰متر حیاط با قابلیت پارک موتور✅

✅دسترسی اسان به مراکز خرید واتوبان یادگار✅

✅نهایت خانواده ۴نفری✅

✅اماده تحویل ✅

✅مشاورین مسکن اسدی ✅
  
 ✅ اسدی   ۰۹۳۳۰۶۲۹۶۹۷✅

✅کارشناس منطقه کریمی ۰۹۳۳۴۲۲۵۵۷۴✅

✅فقط تماس =بازدید =اجاره ✅",https://divar.ir/v/-/gYWFP5XE
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۰,۱۴۰۰,۲,True,True,False,"هوالرزاق
⭐املاک پرشیا⭐
✅استاد معین         ✅دامپزشکی
✅110متر             ✅2خواب
✅5طبقه              ✅1واحدی
✅طبقه 3
✅مناسب خانواده 
✅امکانات 
✅پارکینگ
✅آسانسور
✅بالکن 
✅هود 
✅گاز رومیزی 
✅کابینت 
✅کمد دیواری

✅قیمت کل رهن کامل
⭐550,000,000⭐
بی نظیر در منطقه 

غیر قابل تبدیل

⭐سال ساخت1400⭐
⭐کلید نخورده⭐
مشاور تخصصی در منطقه

            شهریاری

      کد آگهی2️⃣1️⃣3️⃣

   دارای فایل های مناسب با بودجه شما

☎️0️⃣9️⃣3️⃣3️⃣8️⃣2️⃣0️⃣0️⃣6️⃣1️⃣6️⃣",https://divar.ir/v/-/gYQNQj6M
۳۱۰٬۰۰۰٬۰۰۰ تومان,۲٬۷۰۰٬۰۰۰ تومان,۶۷,۱۳۹۰,۲,True,True,True,"سلام
یافتن سلیقه شما تخصص ماست.

 آپارتمان، خوش نقشه، آفتابگیر، دو بر، دسترسی عالی ، مخصوص خوش نشینها، 
▪️۶۷ متر
▪️۲خواب
▪️طبقه ۲
▪️آسانسور
▪️پارکینگ
▪️انباری
▪️بالکن
▪️کف سرامیک
▪️آشپزخانه open
▪️گازرومیزی
▪️هود
▪️سرویس ایرانی، فرنگی محزا
▪️سن بنا ۱۰ سال
▪️نما سنگ
▪️اسپلیت 
▪️درب ضد سرقت
▪️آیفون تصویری
▪️نورگیر عالی
محدوده، خیابان کلهر، بین رودکی و خوش


             بهترین را برای شما فراهم خواهیم کرد.
                       املاک پاسارگاد

+♠️ مشاور تخصصی منطقه
 ◦•●◉✿خسروی✿◉●•◦",https://divar.ir/v/-/gYWdpcaR
۲۳۰٬۰۰۰٬۰۰۰ تومان,۳٬۵۰۰٬۰۰۰ تومان,۷۰,۱۳۹۰,۲,True,True,True,"70متر
دو خواب بزرگ
پارکینگ
انباری
آسانسور 
کابینت ام دی اف
بهترین لوکیشن 
زیر قیمت منطقه
دسترسی عالی به مترو و بی آر تی(۵دقیقه پیاده روی)

املاک بیگی۲
مشاور شما: حسینی
09120455776",https://divar.ir/v/-/gYWhY9Q8
۳۰۰٬۰۰۰٬۰۰۰ تومان,۱٬۹۰۰٬۰۰۰ تومان,۸۲,۱۳۸۶,۲,False,True,False,"پارکینگ(جای ۲عدد ماشین)
کف پارکت
کاغذ دیواری
کابینت MDF
هود/سینک/گاز رومیزی
کمد دیواری
نورگیر عالی 
متریال درجه یک
موقعیت بسیار عالی
دسترسی عالی به مترو‌ و BRT
بسیار خوش نقشه
بازدید = ۱۰۰٪ پسند
(((مشاور شما پارسا )))
۰۹۱۲۷۲۶۸۳۸۶
آدرس املاک : خیابان استادمعین ، خیابان لعل آخر ، جنب بوستان لعل آخر ، پلاک ۱۱ ، مسکن پارسه",https://divar.ir/v/-/gYX9tOMJ
۲۷۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,۸۵,۱۳۸۸,۲,False,False,True,"۴ طبقه تکواحدی
طبقه دوم بدون آسانسور

بهترین محله استاد معین
نزدیک خیابان آزادی

۱۲ ساله تمیز  و شیک
قیمت مناسب

۰۹۲۰۵۰۰۵۳۵۳",https://divar.ir/v/-/gYFR3pbo
۵۵۰٬۰۰۰٬۰۰۰ تومان,مجانی,۱۱۰,۱۴۰۰,۲,True,True,True,"هوالرزاق
املاک پرشیا
استاد معین         دامپزشکی
110متر             2خواب
5طبقه              1واحدی
طبقه 3
مناسب خانواده 
امکانات 
پارکینگ
آسانسور
بالکن 
هود 
گاز رومیزی 
کابینت 
کمد دیواری

قیمت کل رهن کامل
550,000,000
غیر قابل تبدیل

سال ساخت1400
کلید نخورده

ثابت قدم",https://divar.ir/v/-/gYPxsHtF
۳۰۰٬۰۰۰٬۰۰۰ تومان,۵٬۰۰۰٬۰۰۰ تومان,۶۵,۱۳۹۱,۲,False,True,True,"فول امکانات 
پارکینگ
انباری 
دو خواب 
۱۰ متر پاسیو مسقف
نزدیک مترو
نزدیک بی ار تی 
تک واحدی 
ساختمان فوق العاده ساکت
خوش نقش 
کابینت mdf با سوپرمارکت",https://divar.ir/v/-/gYX9q_G7
۱۶۰٬۰۰۰٬۰۰۰ تومان,۱٬۵۰۰٬۰۰۰ تومان,۵۲,۱۳۹۲,۲,False,True,False,"✅سالن مربع نورگیر
✅خوش نقشه و تمیز
✅گاز رومیزی 
پارکینگ ندارد✅
✅دو‌ طبقه تک واحدی
✅با همسایگانی آرام و محترم
✅بازدید= قرارداد
✅برای فایل های مشابه تماس بگیرین
املاک به نام منطقه اسدی شعبه «دامپزشکی»
مشاور شما اسدی ۰۹۳۷۱۱۰۹۷۵۰
 amlak_asadi_azadi@",https://divar.ir/v/-/gYWt3f2f
۴۰۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۸۵,۱۴۰۰,۲,True,True,True,"نگینی دیگر از  مشاورین املاک شاهانSHAHAN

85 متر .... 2 خواب 
فول امکانات 
پارکینگ غیر مزاحم .... انباری .... بالکن .... آسانسور .... کمد دیواری 
نوساز کلیدنخورده 
لوکیشن عالی و بینظیر 
بدون مشابه در منطقه 
۲۱متری جی پایینتراز معین مال

مشاور شما :
سلمانی 
09388799092

آدرس املاک :
میدان استادمعین خیابان 21متری جی نرسیده به خیابان طوس املاک بزرگ شاهان


 مشاورین املاک بزرگ شاهانSHAHAN",https://divar.ir/v/-/gYQVDYT_
۲۵۰٬۰۰۰٬۰۰۰ تومان,۳٬۰۰۰٬۰۰۰ تومان,۷۴,۱۳۹۴,۲,True,True,True,"⚖﷽⚖                        


    ⚜رکورد سرعت فروش،رهن واجاره ملک،⚜
        ⚜باشبکه گسترده دپارتمان کاسپین⚜
        ⚜به شنیدن نام کاسپین عادت کنید⚜️

اپارتمان۷۴متری
     دوخواب
         شش ساله
پارکینگ دار
      اسانسور
            بالکن
                انباری
_________________________________
فول دیزاین
                خیابان ازادی،خیابان نجارزادگان
فول امکانات
سرویس بهداشتی (ایرانی،فرنگی)
شوفاژ،پکیج
_________________________________
         ❌بدون مشابه❌
           زیرقیمت بازار

⚜اینجا به بهترین ها دسترسی دارید⚜

⚜مشاور شما:خانم شفیعی⚜
تلفن تماس: ۰۹۰۲۳۰۲۵۰۴۵",https://divar.ir/v/-/gYWtn241
۲۳۰٬۰۰۰٬۰۰۰ تومان,۳٬۵۰۰٬۰۰۰ تومان,۷۵,۱۳۹۰,۲,True,True,True,"۷۵متر 
۲خواب بزرگ و شیک
پارکینگ غیر مزاحم دارد
آسانسور دارد
انباری دارد
طبقه پنجم

نورگیر و دسترسی عالی
نقاشی شده
تخلیه آماده سکونت
قابل تبدیل تا ۲۰۰میلیون
استادمعین نجارزادگان



بهترین لوکیشن منطقه
کمددیواری و پکیج دارد
تخفیف پای معامله
فایل های مشابه با هر توان مالی موجود است",https://divar.ir/v/-/gYV1HDAK
۱۵۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,۷۵,۱۳۹۵,۲,True,True,True,"مشاورین مسکن اسدی ((شعبه میدان آزادی)) 
شما همسایه ما هستید.▫️◽◻️

⛔ 5 دقیقه تا بی آر تی آزادی، و مترو خیابان خلوت 
✓75 متر دو خواب 
✓10سال ساخت واقعی 
✓انباری
✓پارکینگ (سندی) 
✓آسانسور
✓پذیرایی((مربع بزرگ)) 
✓اتاق بزرگ ((کمددیواری 
✓آشپزخانه های گلاس، گاز رمیزی
✓⛔قابل تبدیل فقط  به پیش کمتر اجاره بیشتر⛔
✓واحد تخلیه میباشد 
 

   ✨✨✨زیرقیمت منطقه✨✨✨✨✨✨ ⭐⭐⭐

          
               
                                       
همکاران عزیز: فایل کاملا شخصی است، با حفظ اخلاق حرفه ای از هر گونه تماس و مراجعه حضوری در خصوص آگهی خودداری کنید.
⬇⬇⬇⬇️⬇️⬇️

✅ما دپارتمان نیستیم، املاک کفی با دو دهه سابقه فعالیت در منطقه هستیم. با شناخت کامل از ساختار اجتماعی، کیفیت ساختمان ها و ریشه اسناد «امنیت سرمایه گذاری شما را تامین می کنیم.»

----املاک اسدی-----
سلیمی09122003015
 09190777753 وحید
رُندِ یادت می مونه ⬆⬇
02166000055",https://divar.ir/v/-/gYTJNx9N
۳۱۰٬۰۰۰٬۰۰۰ تومان,مجانی,۷۰,۱۴۰۰,۱,True,True,True,"باسلام
۷۰ متر یک خواب 
۵طبقه دو واحدی طبقه ۲
طبقه چهارم
 نوساز کلید نخورده

امکانات
پارکینگ اسانسور انباری تراس
 ۳۱۰ میلیون  رهن  کامل
درس: استاد معین ۲۱متری جی فارمیان
کاوه: 09394070155
املاک بزرگ امیران",https://divar.ir/v/-/gYVJVS08
۱۵۰٬۰۰۰٬۰۰۰ تومان,۴٬۷۰۰٬۰۰۰ تومان,۶۵,۱۴۰۰,۱,True,True,False,"✅املاک کلید لوکس با افتخار تقدیم میکند
✅بهترین هارا از ما بخواهید
✅لوکیشن عالی در متطقه
✅قابل تبدیل به رهن بیشتر
✅غرق در نور
✅دسترسی فوق العاده
✅✅✅✅✅✅✅✅✅
✅۶۵ متری طبقه دوم
✅آسانسور ایتالیایی
✅پارکینگ بدون مزاحم
✅حمام دسشویی مجزا
✅اتاق خواب مستر
✅مجهز به گاز رو میزی 
✅شوفاژ،پکیچ،کولر

........
جهت دریافت اطلاعات و تصاویر بیشتر منتظر شنیدن صدای گرمتان میباشیم
مشاور و امین شما در منطقه:فرجی",https://divar.ir/v/-/gYNBkzvm
۸۰٬۰۰۰٬۰۰۰ تومان,۵٬۰۰۰٬۰۰۰ تومان,۸۰,۱۳۸۰,۱,False,False,False,"۸۰متر
یکخواب 
بالکن،کابینتMDF 
۲۰سال ساخت
طبقه دوم
ملک تخلیه
فقط زوج
دسترسی سریع به خیابان آزادی(مترو شادمان و BRT) 
__________________________________________
مقیمی(مسکن کیان):۰۹۱۲۵۳۰۱۸۴۰
مسکن کیان: خیابان آذربایجان بین قصرالدشت و خوش نبش کوچه علی پلاک ۹۳۳",https://divar.ir/v/-/gYWVGDRF
۵۷۰٬۰۰۰٬۰۰۰ تومان,مجانی,۸۷,۱۳۹۶,۲,True,True,False,"واحد۸۷ متری
۲ خواب

فول امکانات
پارکینگ 
آسانسور 
بالکن 

کابینت MDF
گاز تو کار و هود 
کمد دیواری ریلی بسیار جادار

دسترسی به مترو نواب کمتر از ۷ دقیقه
دسترسی به بی آرتی آزادی کمتر از ۱۰ دقیقه
دسترسی آسان و نزدیک به مراکز خرید سلسبیل

اجاره به زوج محترم 
ساختمانی آرام در محله‌ای دنج مناسب سکونت خانواده محترم شما 

امکان تمدید اجاره تا ۳ سال بدون افزایش قیمت 

کارشناس منطقه : کامیاب 
۰۹۱۲۷۹۹۵۷۳۱
مشاورین املاک پاسارگاد VIP

کاملترین فایلینگ منطقه را از ما بخواهید.",https://divar.ir/v/-/gYWdlEIj
۴۰۰٬۰۰۰٬۰۰۰ تومان,۴٬۰۰۰٬۰۰۰ تومان,۸۵,۱۳۸۶,۲,False,True,True,"((( ارومیه.کلهر)))

۴طبقه تک واحدی 
پارکینگ اختصاصی
انباری.تراس
کابینت ام دی اف
سرویس مجزا
کف سنگ 

بسیار خوش نقشه بدون پرتی سالن مربع 

قابل چیدمان بسیار شیک و تمیز

دسترسی عالی به

              مترو.بی ارتی",https://divar.ir/v/-/gYWRo-Nz
۱۶۰٬۰۰۰٬۰۰۰ تومان,۳٬۲۰۰٬۰۰۰ تومان,۵۵,۱۳۹۶,۱,True,False,False,"۵۵ متر 
یک خوابه 
۵ سال ساخت 
مناسب خانواده 
قابل تبدیل ۶۰ رهن ماهی ۶۲۰۰",https://divar.ir/v/-/gYWBnrvk
۳۰۰٬۰۰۰٬۰۰۰ تومان,مجانی,۶۵,۱۳۸۰,۲,True,True,True,"65 متری قصرالدشت 
پارکینگ
انباری
بالکن
کمد دیواری
بازسازی شده تمیز
آشپزخانه ام دی  اف با هود و گاز رو میزی
خواب مستر 
کولر 
نما سنگ 
کف سرامیک
قابل تبدیل به 250میلیون یک و پانصد

املاک خانه کوچک
 مشاور طیب لی 09213400713",https://divar.ir/v/-/gYW12WNc
۲۳۰٬۰۰۰٬۰۰۰ تومان,۳٬۵۰۰٬۰۰۰ تومان,۷۵,۱۳۹۳,۲,True,True,True,"۷۵متر
۲خواب
فول امکانات 
آسانسور 
پارکینگ
 انباری
 بالکن 
طبقه ۵
قابل تبدیل 
۲۰۰م
آدرس: استادمعین. نجارزادگان

مشاورشما:صدقی",https://divar.ir/v/-/gYW9Hf1R
۲۰۰٬۰۰۰٬۰۰۰ تومان,۲٬۴۰۰٬۰۰۰ تومان,۶۰,۱۳۹۶,۱,True,False,True,"// استادمعین  -  دامپزشکی  //
طبقه 5 بدون پارکینگ با انباری و 
آسانسور  و تراس بزرگ
نور ونقشه عالی
................................
املاک قائم : خ دامپزشکی بعدازاستادمعین خ حیدریان پ 121",https://divar.ir/v/-/gYW9W0UE
۱۰۰٬۰۰۰٬۰۰۰ تومان,۶٬۰۰۰٬۰۰۰ تومان,۶۵,۱۳۹۱,۱,True,True,True,"پارکینگ
انباری 
آسانسور
بالکن
کابینت MDF
کف سرامیک
کمد دیواری بزرگ
پکیج و رادیاتور
کولر آبی
نورگیر عالی
متریال درجه یک
موقعیت بسیار عالی
دسترسی عالی به مترو و BRT
خوش نقشه
بازدید = ۱۰۰٪ پسند 
((( مشاور شما پارسا )))
۰۹۱۲۷۲۶۸۳۸۶
آدرس املاک : خیابان استادمعین ، خیابان لعل آخر ، جنب بوستان لعل آخر ، پلاک ۱۱ ، مسکن پارسه",https://divar.ir/v/-/gYW9GUbT
۲۳۰٬۰۰۰٬۰۰۰ تومان,۳٬۵۰۰٬۰۰۰ تومان,۷۵,۱۳۹۳,۲,True,True,True,"املاک نمونه منطقه*

⬇️مشخصات ملک⬇️

آپارتمان 75متری
2خواب  
طبقه پنجم



سال ساخت:1393


 امکانات⬅️،پارکینگ(غیر مزاحم)،آسانسور،انباری،بالکن

موقعیت ⬅️ استاد معین/
لوکیشن عالی

ودیعه⬅️ 230میلیون تومان
اجاره ⬅️3.500.000


املاک همپا
66676246

کارشناسی تخصصی رهن و اجاره:
پیشرو
09388750874",https://divar.ir/v/-/gYV9Yq2P
۷۰۰٬۰۰۰٬۰۰۰ تومان,۱٬۰۰۰٬۰۰۰ تومان,۱۲۰,۱۳۹۵,۲,True,True,True,"خ آزادی کوچه نجارزادگان طبقه سوم 
پارکینگ 
انباری 
آسانسور 
بالکن 
درب ریموت 
دوربین مداربسته 
مدیریت قوی و مشاعات تمیز 
دو خواب 
بسیا تمیز و خوش نقشه
دسترسی عالی 
قابل تبدیل",https://divar.ir/v/-/gYVpGnfz
